country;year;uneducated;primary;secondary;tertiary;years of education total;years education primary;years education secondary;years education tertiary;population in thousands;region
;1880;97,8;2,2;0;0;0,08;0,08;0;0;14;Sub-Saharan Africa
;1885;97,2;2,8;0;0;0,1;0,1;0;0;17;Sub-Saharan Africa
;1890;96,4;3,6;0;0;0,12;0,12;0;0;21;Sub-Saharan Africa
;1895;95,5;4,5;0;0;0,16;0,15;0;0;26;Sub-Saharan Africa
;1900;94,4;5,6;0;0;0,19;0,19;0;0;31;Sub-Saharan Africa
;1905;93;7;0;0;0,24;0,24;0;0;39;Sub-Saharan Africa
;1910;93,3;6,5;0,3;0;0,26;0,24;0,01;0;47;Sub-Saharan Africa
;1915;94,1;5,3;0,6;0;0,25;0,22;0,03;0;54;Sub-Saharan Africa
;1920;94,7;4,5;0,8;0;0,25;0,21;0,04;0;62;Sub-Saharan Africa
;1925;95,1;3,8;1,1;0,1;0,25;0,2;0,05;0;72;Sub-Saharan Africa
;1930;95,4;3,2;1,3;0,1;0,26;0,2;0,06;0;82;Sub-Saharan Africa
;1935;95,2;2;2,7;0,1;0,36;0,24;0,12;0;96;Sub-Saharan Africa
;1940;95,6;1,4;2,9;0,1;0,37;0,23;0,13;0;109;Sub-Saharan Africa
;1945;95,8;1;3,1;0,1;0,38;0,23;0,14;0;127;Sub-Saharan Africa
;1950;95,6;0,9;3,4;0,1;0,41;0,25;0,16;0;165;Sub-Saharan Africa
;1955;95,3;0,9;3,7;0,2;0,44;0,27;0,17;0,01;177;Sub-Saharan Africa
;1960;94,9;1;3,9;0,2;0,48;0,29;0,18;0,01;203;Sub-Saharan Africa
;1965;94,3;1;4,5;0,2;0,54;0,32;0,21;0,01;231;Sub-Saharan Africa
;1970;93,8;1,1;4,9;0,2;0,58;0,35;0,23;0,01;259;Sub-Saharan Africa
;1975;91,4;2,4;5,9;0,2;0,75;0,47;0,27;0,01;305;Sub-Saharan Africa
;1980;88,9;3,1;7,5;0,5;1;0,62;0,36;0,02;356;Sub-Saharan Africa
;1985;85,7;3,8;9,6;0,9;1,32;0,81;0,48;0,03;416;Sub-Saharan Africa
;1990;79,1;7,7;11,8;1,4;1,85;1,21;0,6;0,05;506;Sub-Saharan Africa
;1995;75,3;6,5;16,2;2;2,33;1,45;0,82;0,06;608;Sub-Saharan Africa
;2000;72,2;5,1;20,8;1,9;2,77;1,65;1,06;0,06;728;Sub-Saharan Africa
;2005;65,5;5,9;27;1,7;3,39;1,94;1,39;0,06;852;Sub-Saharan Africa
;2010;59,9;5,1;33,4;1,6;3,92;2,31;1,55;0,05;974;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Ghana;1870;99,8;0,2;0;0;0,01;0,01;0;0;1249;Sub-Saharan Africa
;1875;99,7;0,3;0;0;0,02;0,01;0;0;1256;Sub-Saharan Africa
;1880;99,6;0,4;0;0;0,02;0,02;0;0;1263;Sub-Saharan Africa
;1885;99,5;0,5;0;0;0,02;0,02;0;0;1271;Sub-Saharan Africa
;1890;99,3;0,7;0;0;0,03;0,03;0;0;1278;Sub-Saharan Africa
;1895;99,1;0,9;0;0;0,04;0,04;0;0;1285;Sub-Saharan Africa
;1900;98,8;1,2;0;0;0,05;0,05;0;0;1292;Sub-Saharan Africa
;1905;97,5;2,5;0;0;0,1;0,1;0;0;1300;Sub-Saharan Africa
;1910;96,2;3,7;0;0;0,15;0,15;0,01;0;1307;Sub-Saharan Africa
;1915;95,3;4,6;0,1;0,1;0,19;0,18;0,01;0;1431;Sub-Saharan Africa
;1920;93,6;6;0,2;0,1;0,27;0,25;0,02;0;1554;Sub-Saharan Africa
;1925;92,6;7,1;0,2;0,1;0,32;0,29;0,02;0;1701;Sub-Saharan Africa
;1930;91,6;8;0,2;0,1;0,36;0,33;0,02;0;1848;Sub-Saharan Africa
;1935;89,9;9,5;0,4;0,2;0,45;0,41;0,03;0,01;2023;Sub-Saharan Africa
;1940;88,9;10,2;0,5;0,3;0,51;0,46;0,05;0,01;2196;Sub-Saharan Africa
;1945;88,2;10,7;0,7;0,4;0,56;0,49;0,06;0,01;2405;Sub-Saharan Africa
;1950;86,3;12;1,1;0,6;0,7;0,59;0,09;0,02;2749;Sub-Saharan Africa
;1955;84,3;13,2;1,9;0,7;0,83;0,7;0,11;0,02;3219;Sub-Saharan Africa
;1960;77,9;19,6;1,8;0,7;1,1;0,97;0,11;0,02;3765;Sub-Saharan Africa
;1965;70,7;13,7;15,1;0,5;2,03;1,52;0,5;0,02;4340;Sub-Saharan Africa
;1970;62,5;7,7;29,5;0,3;3,35;2,12;1,22;0,01;4745;Sub-Saharan Africa
;1975;54,6;9,7;34,9;0,8;4,23;2,58;1,63;0,02;5377;Sub-Saharan Africa
;1980;48,9;10,5;39,5;1,2;4,93;2,92;1,98;0,04;5921;Sub-Saharan Africa
;1985;43;11,7;43,6;1,7;5,63;3,26;2,31;0,05;6958;Sub-Saharan Africa
;1990;38,8;12,8;46,3;2,2;6,05;3,52;2,47;0,07;8102;Sub-Saharan Africa
;1995;36,1;15,3;46;2,6;6,27;3,66;2,53;0,08;9454;Sub-Saharan Africa
;2000;32,9;16,4;48;2,7;6,67;3,85;2,73;0,09;11001;Sub-Saharan Africa
;2005;28,6;12,5;56,1;2,8;7,28;4,16;3,04;0,09;12675;Sub-Saharan Africa
;2010;25,4;11,8;59,7;3,1;7,66;4,36;3,2;0,1;14371;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Kenya;1870;99,9;0,1;0;0;0,01;0,01;0;0;2174;Sub-Saharan Africa
;1875;99,9;0,1;0;0;0,01;0,01;0;0;2227;Sub-Saharan Africa
;1880;99,8;0,2;0;0;0,01;0,01;0;0;2280;Sub-Saharan Africa
;1885;99,8;0,2;0;0;0,02;0,01;0;0;2336;Sub-Saharan Africa
;1890;99,7;0,3;0;0;0,02;0,02;0;0;2392;Sub-Saharan Africa
;1895;99,6;0,4;0;0;0,02;0,02;0;0;2451;Sub-Saharan Africa
;1900;99,5;0,5;0;0;0,03;0,03;0;0;2509;Sub-Saharan Africa
;1905;97,3;2,5;0,2;0,1;0,14;0,13;0,01;0;2571;Sub-Saharan Africa
;1910;95,4;4,2;0,4;0,1;0,25;0,22;0,02;0;2632;Sub-Saharan Africa
;1915;93,9;5,4;0,5;0,1;0,33;0,29;0,03;0;2722;Sub-Saharan Africa
;1920;87,2;11,8;0,9;0,2;0,67;0,61;0,05;0,01;2811;Sub-Saharan Africa
;1925;85,9;12,9;1;0,2;0,73;0,67;0,06;0,01;2906;Sub-Saharan Africa
;1930;84,5;14,1;1,1;0,2;0,8;0,74;0,06;0,01;3001;Sub-Saharan Africa
;1935;83,2;15,3;1,2;0,2;0,88;0,8;0,07;0,01;3103;Sub-Saharan Africa
;1940;81,9;16,6;1,3;0,3;0,95;0,87;0,07;0,01;3204;Sub-Saharan Africa
;1945;79,5;18,8;1,5;0,3;1,08;0,99;0,08;0,01;3313;Sub-Saharan Africa
;1950;77,5;20,5;1,8;0,3;1,2;1,1;0,09;0,01;3420;Sub-Saharan Africa
;1955;74,7;23;2;0,3;1,35;1,24;0,1;0,01;3725;Sub-Saharan Africa
;1960;70,8;26,6;2,4;0,3;1,56;1,44;0,12;0,01;4041;Sub-Saharan Africa
;1965;68,2;28,3;3,1;0,4;1,77;1,6;0,15;0,01;4562;Sub-Saharan Africa
;1970;62,7;31,7;5,2;0,4;2,28;2,03;0,24;0,01;5348;Sub-Saharan Africa
;1975;53,7;37,4;8,1;0,9;2,82;2,41;0,39;0,03;6361;Sub-Saharan Africa
;1980;43,6;43,4;11,6;1,4;3,61;3;0,56;0,04;7666;Sub-Saharan Africa
;1985;34;49,7;14,4;1,9;4,33;3,56;0,71;0,06;9300;Sub-Saharan Africa
;1990;26,8;53,1;17,4;2,6;5,05;4,07;0,89;0,08;11350;Sub-Saharan Africa
;1995;23,5;52,7;20,2;3,5;5,5;4,36;1,04;0,11;13893;Sub-Saharan Africa
;2000;20,8;51,1;23,4;4,6;5,91;4,54;1,23;0,14;16294;Sub-Saharan Africa
;2005;18;49,2;27;5,7;6,48;4,8;1,5;0,18;18626;Sub-Saharan Africa
;2010;15,2;54,2;23,8;6,7;6,47;4,72;1,53;0,22;21172;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Lesotho;1870;99,3;0,7;0;0;0,03;0,03;0;0;128;Sub-Saharan Africa
;1875;99;1;0;0;0,05;0,05;0;0;136;Sub-Saharan Africa
;1880;98,4;1,6;0;0;0,07;0,07;0;0;143;Sub-Saharan Africa
;1885;97,7;2,3;0;0;0,1;0,1;0;0;152;Sub-Saharan Africa
;1890;96,6;3,4;0;0;0,15;0,15;0;0;160;Sub-Saharan Africa
;1895;95,1;4,9;0;0;0,22;0,21;0;0;170;Sub-Saharan Africa
;1900;93,3;6,7;0;0;0,3;0,29;0;0;179;Sub-Saharan Africa
;1905;91,3;8,7;0;0;0,38;0,38;0;0;190;Sub-Saharan Africa
;1910;88;12;0,1;0;0,53;0,53;0;0;201;Sub-Saharan Africa
;1915;85,5;14,4;0,1;0;0,64;0,64;0,01;0;225;Sub-Saharan Africa
;1920;83;16,9;0,2;0;0,76;0,75;0,01;0;250;Sub-Saharan Africa
;1925;74,4;25;0,5;0;1,16;1,14;0,02;0;280;Sub-Saharan Africa
;1930;68,7;30,7;0,6;0;1,42;1,39;0,02;0;310;Sub-Saharan Africa
;1935;64,7;34,6;0,6;0;1,6;1,57;0,03;0;348;Sub-Saharan Africa
;1940;58,7;40,5;0,7;0;1,87;1,84;0,03;0;386;Sub-Saharan Africa
;1945;51,7;47,4;0,8;0,1;2,2;2,16;0,03;0;394;Sub-Saharan Africa
;1950;43,7;55,2;1;0,1;2,6;2,54;0,05;0;402;Sub-Saharan Africa
;1955;38,6;60;1,3;0,1;2,87;2,81;0,06;0;422;Sub-Saharan Africa
;1960;33,7;64,7;1,5;0,1;3,12;3,05;0,07;0;449;Sub-Saharan Africa
;1965;28,3;69,9;1,7;0,1;3,44;3,35;0,08;0;488;Sub-Saharan Africa
;1970;26,8;69;4,1;0,1;3,72;3,52;0,2;0;534;Sub-Saharan Africa
;1975;25,6;66,9;7,5;0,1;4,11;3,75;0,36;0;590;Sub-Saharan Africa
;1980;23,3;66;10,3;0,4;4,49;3,97;0,51;0,01;662;Sub-Saharan Africa
;1985;21,4;64,3;13,7;0,6;4,81;4,1;0,69;0,02;752;Sub-Saharan Africa
;1990;19,4;61,9;17,8;0,8;5,25;4,34;0,89;0,02;808;Sub-Saharan Africa
;1995;17,1;58,4;23,3;1,1;5,8;4,59;1,17;0,03;874;Sub-Saharan Africa
;2000;14,9;54,7;29,1;1,3;6,37;4,88;1,46;0,04;971;Sub-Saharan Africa
;2005;9,6;52,5;36,6;1,2;7,21;5,29;1,89;0,04;1008;Sub-Saharan Africa
;2010;9,5;65,7;23,5;1,3;6,08;4,99;1,05;0,04;1014;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Liberia;1870;99,1;0,9;0;0;0,05;0,04;0;0;119;Sub-Saharan Africa
;1875;98,9;1,1;0;0;0,06;0,05;0;0;120;Sub-Saharan Africa
;1880;98,6;1,4;0;0;0,07;0,07;0;0;121;Sub-Saharan Africa
;1885;98,2;1,8;0;0;0,09;0,08;0;0;122;Sub-Saharan Africa
;1890;97,8;2,2;0;0;0,11;0,1;0;0;123;Sub-Saharan Africa
;1895;97,2;2,8;0;0;0,13;0,13;0;0;124;Sub-Saharan Africa
;1900;96,5;3,5;0;0;0,17;0,17;0;0;125;Sub-Saharan Africa
;1905;95;4,6;0,3;0,2;0,26;0,24;0,02;0;126;Sub-Saharan Africa
;1910;93,4;5,8;0,5;0,3;0,36;0,32;0,04;0,01;127;Sub-Saharan Africa
;1915;92,4;6,5;0,7;0,4;0,44;0,37;0,06;0,01;151;Sub-Saharan Africa
;1920;89,6;9,1;0,8;0,5;0,57;0,49;0,06;0,02;175;Sub-Saharan Africa
;1925;89,9;8,7;0,9;0,6;0,58;0,49;0,07;0,02;208;Sub-Saharan Africa
;1930;91;7,4;1;0,6;0,55;0,44;0,08;0,02;241;Sub-Saharan Africa
;1935;91,9;6,4;1,1;0,7;0,52;0,4;0,09;0,02;286;Sub-Saharan Africa
;1940;91,3;6,8;1,2;0,7;0,55;0,43;0,1;0,02;332;Sub-Saharan Africa
;1945;91,1;6,8;1,3;0,8;0,57;0,44;0,11;0,03;395;Sub-Saharan Africa
;1950;91,3;6,4;1,5;0,8;0,58;0,43;0,12;0,03;457;Sub-Saharan Africa
;1955;90,6;7;1,6;0,8;0,62;0,47;0,12;0,03;503;Sub-Saharan Africa
;1960;88,5;8,8;1,9;0,8;0,72;0,56;0,13;0,03;560;Sub-Saharan Africa
;1965;85,8;9,2;4;0,9;0,94;0,68;0,23;0,03;630;Sub-Saharan Africa
;1970;84,2;8,2;6,4;1,1;1,16;0,77;0,34;0,04;720;Sub-Saharan Africa
;1975;78,7;9;11;1,2;1,67;1,08;0,54;0,04;828;Sub-Saharan Africa
;1980;72,2;11,8;14,5;1,6;2,23;1,48;0,7;0,05;956;Sub-Saharan Africa
;1985;65,5;15,7;16,8;2;2,73;1,85;0,81;0,06;1104;Sub-Saharan Africa
;1990;60,8;19,3;17,4;2,6;3,08;2,12;0,88;0,08;1079;Sub-Saharan Africa
;1995;60,9;18,7;17,3;3,1;3,17;2,15;0,92;0,1;1087;Sub-Saharan Africa
;2000;56,7;20,3;18,4;4,6;3,6;2,38;1,07;0,14;1558;Sub-Saharan Africa
;2005;52,1;23,3;19,8;4,9;3,96;2,62;1,19;0,15;1666;Sub-Saharan Africa
;2010;44,7;30,7;20,6;3,9;4,35;3;1,23;0,12;1902;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Malawi;1870;100;0;0;0;0,01;0;0;0;433;Sub-Saharan Africa
;1875;100;0;0;0;0,01;0;0;0;455;Sub-Saharan Africa
;1880;100;0;0;0;0,01;0;0;0;476;Sub-Saharan Africa
;1885;99,9;0,1;0;0;0,01;0;0;0;500;Sub-Saharan Africa
;1890;99,9;0,1;0;0;0,01;0;0;0;523;Sub-Saharan Africa
;1895;99,8;0,2;0;0;0,01;0,01;0;0;549;Sub-Saharan Africa
;1900;99,7;0,3;0;0;0,01;0,01;0;0;575;Sub-Saharan Africa
;1905;99,5;0,5;0;0;0,02;0,02;0;0;604;Sub-Saharan Africa
;1910;95,2;4,8;0;0;0,13;0,13;0;0;632;Sub-Saharan Africa
;1915;91,3;8,6;0;0;0,23;0,23;0;0;707;Sub-Saharan Africa
;1920;88,3;11,7;0;0;0,31;0,31;0;0;782;Sub-Saharan Africa
;1925;84,8;14,9;0,2;0;0,42;0,41;0,01;0;874;Sub-Saharan Africa
;1930;81,4;18,4;0,2;0;0,51;0,5;0,01;0;966;Sub-Saharan Africa
;1935;77,7;22,1;0,2;0;0,62;0,6;0,01;0;1081;Sub-Saharan Africa
;1940;73,9;25,8;0,3;0;0,72;0,71;0,01;0;1194;Sub-Saharan Africa
;1945;69,8;29,9;0,3;0;0,84;0,82;0,01;0;1336;Sub-Saharan Africa
;1950;65;34,7;0,3;0;0,98;0,96;0,02;0;1477;Sub-Saharan Africa
;1955;63,4;36,2;0,4;0;1,06;1,04;0,02;0;1633;Sub-Saharan Africa
;1960;62;37,4;0,6;0;1,12;1,09;0,03;0;1825;Sub-Saharan Africa
;1965;59,3;39,7;0,9;0;1,3;1,25;0,05;0;2060;Sub-Saharan Africa
;1970;49,6;48,1;2,1;0,2;1,63;1,51;0,11;0,01;2305;Sub-Saharan Africa
;1975;47,9;48,7;3,3;0,2;1,96;1,79;0,17;0,01;2654;Sub-Saharan Africa
;1980;48,5;46,8;4,4;0,3;2,5;2,27;0,23;0,01;3107;Sub-Saharan Africa
;1985;47,5;47;5,2;0,3;2,96;2,7;0,25;0,01;3625;Sub-Saharan Africa
;1990;43,3;50,4;5,9;0,4;3,14;2,87;0,26;0,01;4801;Sub-Saharan Africa
;1995;40,3;52,3;6,9;0,4;3,3;3;0,28;0,01;5294;Sub-Saharan Africa
;2000;33;57,5;9,2;0,3;3,73;3,37;0,35;0,01;5851;Sub-Saharan Africa
;2005;22,3;62,5;14,9;0,3;4,67;4,17;0,5;0,01;6395;Sub-Saharan Africa
;2010;15,7;65,8;18,3;0,2;5,01;4,39;0,61;0,01;7227;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Mali;1870;100;0;0;0;0,01;0;0;0;1908;Sub-Saharan Africa
;1875;100;0;0;0;0,01;0;0;0;1940;Sub-Saharan Africa
;1880;100;0;0;0;0,01;0;0;0;1972;Sub-Saharan Africa
;1885;100;0;0;0;0,01;0;0;0;2005;Sub-Saharan Africa
;1890;100;0;0;0;0,01;0;0;0;2038;Sub-Saharan Africa
;1895;100;0;0;0;0,01;0;0;0;2073;Sub-Saharan Africa
;1900;100;0;0;0;0,01;0;0;0;2107;Sub-Saharan Africa
;1905;100;0;0;0;0,01;0;0;0;2143;Sub-Saharan Africa
;1910;99,9;0,1;0;0;0,01;0;0;0;2178;Sub-Saharan Africa
;1915;99,9;0,1;0;0;0,01;0,01;0;0;2215;Sub-Saharan Africa
;1920;99,6;0,3;0;0;0,02;0,02;0;0;2252;Sub-Saharan Africa
;1925;99,4;0,6;0;0;0,03;0,02;0;0;2290;Sub-Saharan Africa
;1930;99,2;0,8;0,1;0;0,04;0,03;0;0;2327;Sub-Saharan Africa
;1935;97,4;2,5;0,1;0;0,1;0,09;0,01;0;2367;Sub-Saharan Africa
;1940;97,2;2,7;0,1;0;0,11;0,1;0,01;0;2406;Sub-Saharan Africa
;1945;96,8;3,1;0,1;0,1;0,13;0,12;0,01;0;2446;Sub-Saharan Africa
;1950;96;3,8;0,2;0,1;0,16;0,14;0,01;0;1818;Sub-Saharan Africa
;1955;95,4;4,3;0,2;0,1;0,18;0,17;0,01;0;2063;Sub-Saharan Africa
;1960;95;4,7;0,2;0,1;0,2;0,18;0,02;0;2340;Sub-Saharan Africa
;1965;94,3;5,2;0,4;0,2;0,26;0,23;0,03;0;2573;Sub-Saharan Africa
;1970;93,2;6,1;0,5;0,2;0,31;0,27;0,03;0,01;2854;Sub-Saharan Africa
;1975;89,9;8,8;1;0,3;0,46;0,39;0,06;0,01;3225;Sub-Saharan Africa
;1980;87;10,8;1,9;0,3;0,65;0,53;0,11;0,01;3535;Sub-Saharan Africa
;1985;84;13,1;2,4;0,5;0,83;0,67;0,14;0,01;3914;Sub-Saharan Africa
;1990;81,9;14,8;2,7;0,5;0,95;0,78;0,15;0,02;4402;Sub-Saharan Africa
;1995;80,3;15,8;3,2;0,7;1,07;0,88;0,18;0,02;4984;Sub-Saharan Africa
;2000;77,9;16,4;4,7;1;1,3;1,02;0,24;0,03;5682;Sub-Saharan Africa
;2005;72;18,5;8,2;1,4;1,81;1,37;0,4;0,04;6635;Sub-Saharan Africa
;2010;72,7;11,9;13,8;1,6;2,14;1,45;0,64;0,05;7752;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Mauritius;1870;95,3;4,6;0,1;0;0,19;0,18;0;0;193;Sub-Saharan Africa
;1875;94,1;5,8;0,1;0;0,23;0,23;0,01;0;206;Sub-Saharan Africa
;1880;92,5;7,4;0,1;0;0,3;0,29;0,01;0;219;Sub-Saharan Africa
;1885;90,3;9,5;0,2;0;0,38;0,37;0,01;0;223;Sub-Saharan Africa
;1890;87,6;12,2;0,2;0;0,48;0,47;0,01;0;228;Sub-Saharan Africa
;1895;84,5;15,1;0,3;0;0,6;0,59;0,02;0;228;Sub-Saharan Africa
;1900;76;21,6;2,3;0,1;1,07;0,95;0,11;0;229;Sub-Saharan Africa
;1905;72,2;24,4;3,2;0,2;1,28;1,12;0,15;0,01;229;Sub-Saharan Africa
;1910;70,4;24,2;5,2;0,2;1,48;1,23;0,24;0,01;229;Sub-Saharan Africa
;1915;67,2;26,9;5,8;0,2;1,63;1,36;0,26;0,01;232;Sub-Saharan Africa
;1920;64,2;29,3;6,2;0,2;1,78;1,48;0,29;0,01;224;Sub-Saharan Africa
;1925;60,9;32,3;6,7;0,2;1,93;1,62;0,31;0,01;236;Sub-Saharan Africa
;1930;57,4;35,4;6,9;0,3;2,09;1,76;0,32;0,01;228;Sub-Saharan Africa
;1935;53,4;39,2;7,1;0,3;2,27;1,92;0,33;0,01;242;Sub-Saharan Africa
;1940;51,9;40,7;7,1;0,3;2,32;1,98;0,34;0,01;247;Sub-Saharan Africa
;1945;50,5;42,1;7,2;0,3;2,39;2,02;0,36;0,01;252;Sub-Saharan Africa
;1950;49,4;43;7,3;0,2;2,51;2,05;0,45;0,01;257;Sub-Saharan Africa
;1955;44,4;45,1;9,8;0,7;2,93;2,28;0,63;0,02;293;Sub-Saharan Africa
;1960;38,2;46,2;14,8;0,8;3,6;2,66;0,93;0,02;336;Sub-Saharan Africa
;1965;30,9;49,5;18,6;1;4,3;3,12;1,16;0,03;385;Sub-Saharan Africa
;1970;23,8;52,6;22,5;1,1;4,98;3,56;1,39;0,03;445;Sub-Saharan Africa
;1975;20,8;52;25,5;1,6;5,18;3,54;1,6;0,04;514;Sub-Saharan Africa
;1980;19,4;49,7;28,5;2,5;5,52;3,6;1,85;0,07;586;Sub-Saharan Africa
;1985;15,1;48,9;33;2,9;6,09;3,84;2,17;0,08;647;Sub-Saharan Africa
;1990;11,1;45,5;41,8;1,7;6,85;4,15;2,66;0,05;687;Sub-Saharan Africa
;1995;8,3;45,6;43,8;2,2;7,07;4,4;2,6;0,06;752;Sub-Saharan Africa
;2000;6,4;44,4;46,5;2,4;7,07;4,57;2,43;0,07;808;Sub-Saharan Africa
;2005;4,5;38,2;52,9;4,4;8,16;4,86;3,18;0,12;856;Sub-Saharan Africa
;2010;2,5;30,8;61,5;5,1;9,44;5,15;4,14;0,15;912;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Mozambique;1870;99,9;0,1;0;0;0,01;0;0;0;1782;Sub-Saharan Africa
;1875;99,9;0,1;0;0;0,01;0;0;0;1831;Sub-Saharan Africa
;1880;99,9;0,1;0;0;0,01;0,01;0;0;1880;Sub-Saharan Africa
;1885;99,9;0,1;0;0;0,01;0,01;0;0;1933;Sub-Saharan Africa
;1890;99,8;0,2;0;0;0,01;0,01;0;0;1984;Sub-Saharan Africa
;1895;99,8;0,2;0;0;0,01;0,01;0;0;2040;Sub-Saharan Africa
;1900;99,7;0,3;0;0;0,01;0,01;0;0;2094;Sub-Saharan Africa
;1905;99,6;0,4;0;0;0,02;0,01;0;0;2152;Sub-Saharan Africa
;1910;99,5;0,5;0;0;0,02;0,02;0;0;2210;Sub-Saharan Africa
;1915;99,3;0,7;0;0;0,03;0,02;0;0;2359;Sub-Saharan Africa
;1920;99,1;0,9;0;0;0,03;0,03;0;0;2508;Sub-Saharan Africa
;1925;98;2;0;0;0,07;0,07;0;0;2678;Sub-Saharan Africa
;1930;96,5;3,4;0;0;0,12;0,11;0;0;2846;Sub-Saharan Africa
;1935;95,5;4,4;0,1;0;0,15;0,15;0;0;3178;Sub-Saharan Africa
;1940;89;10,6;0,4;0;0,39;0,37;0,01;0;2759;Sub-Saharan Africa
;1945;87,7;11,7;0,5;0;0,44;0,42;0,02;0;3544;Sub-Saharan Africa
;1950;86;13,3;0,7;0,1;0,52;0,5;0,02;0;3580;Sub-Saharan Africa
;1955;81,1;18;0,8;0,1;0,7;0,67;0,03;0;3861;Sub-Saharan Africa
;1960;76,4;22,6;0,9;0,1;0,88;0,84;0,03;0;4200;Sub-Saharan Africa
;1965;71,8;27,1;1,1;0,1;1,06;1,02;0,04;0;4596;Sub-Saharan Africa
;1970;72,2;26,6;1,1;0,1;1,06;1,02;0,04;0;5056;Sub-Saharan Africa
;1975;74,5;24,2;1,2;0,1;1;0,95;0,04;0;5626;Sub-Saharan Africa
;1980;70,6;27,6;1,7;0;1,19;1,13;0,06;0;6416;Sub-Saharan Africa
;1985;70,5;27,4;2;0,1;1,25;1,17;0,07;0;6910;Sub-Saharan Africa
;1990;75,9;21,9;2;0,2;1,06;0,97;0,08;0,01;6759;Sub-Saharan Africa
;1995;78,5;19,1;2;0,3;0,98;0,88;0,09;0,01;8308;Sub-Saharan Africa
;2000;76,4;20,4;2,8;0,4;1,13;0,99;0,13;0,01;9422;Sub-Saharan Africa
;2005;73,5;21,9;4,2;0,4;1,34;1,13;0,2;0,01;10427;Sub-Saharan Africa
;2010;66,6;25,3;7,6;0,5;2,03;1,66;0,35;0,01;11582;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Niger;1870;100;0;0;0;0,01;0;0;0;1028;Sub-Saharan Africa
;1875;100;0;0;0;0,01;0;0;0;1040;Sub-Saharan Africa
;1880;100;0;0;0;0,01;0;0;0;1051;Sub-Saharan Africa
;1885;100;0;0;0;0,01;0;0;0;1063;Sub-Saharan Africa
;1890;100;0;0;0;0,01;0;0;0;1074;Sub-Saharan Africa
;1895;100;0;0;0;0,01;0;0;0;1086;Sub-Saharan Africa
;1900;100;0;0;0;0,01;0;0;0;1098;Sub-Saharan Africa
;1905;100;0;0;0;0,01;0;0;0;1110;Sub-Saharan Africa
;1910;100;0;0;0;0,01;0;0;0;1122;Sub-Saharan Africa
;1915;100;0;0;0;0,01;0;0;0;1134;Sub-Saharan Africa
;1920;98,5;1,4;0;0;0,07;0,06;0;0;1146;Sub-Saharan Africa
;1925;97,3;2,6;0,1;0;0,12;0,11;0,01;0;1159;Sub-Saharan Africa
;1930;96,4;3,5;0,1;0,1;0,16;0,15;0,01;0;1171;Sub-Saharan Africa
;1935;94,6;5;0,2;0,1;0,24;0,22;0,02;0;1184;Sub-Saharan Africa
;1940;93,8;5,8;0,2;0,1;0,27;0,25;0,02;0;1196;Sub-Saharan Africa
;1945;93,2;6,5;0,3;0,1;0,3;0,28;0,02;0;1209;Sub-Saharan Africa
;1950;92,7;7;0,3;0,1;0,33;0,31;0,02;0;1403;Sub-Saharan Africa
;1955;92,2;7,4;0,3;0,1;0,35;0,33;0,02;0;1584;Sub-Saharan Africa
;1960;91,8;7,7;0,4;0,1;0,38;0,35;0,03;0;1761;Sub-Saharan Africa
;1965;91,7;7,6;0,5;0,2;0,4;0,36;0,04;0,01;1984;Sub-Saharan Africa
;1970;91;8,2;0,6;0,2;0,45;0,4;0,04;0,01;2291;Sub-Saharan Africa
;1975;90,1;8,7;1;0,3;0,53;0,45;0,07;0,01;2644;Sub-Saharan Africa
;1980;88,5;9,4;1,7;0,3;0,67;0,55;0,11;0,01;3054;Sub-Saharan Africa
;1985;86,3;10,7;2,5;0,5;0,85;0,68;0,16;0,01;3541;Sub-Saharan Africa
;1990;83,4;12,7;3,3;0,6;1,08;0,84;0,22;0,02;4136;Sub-Saharan Africa
;1995;80,5;14,9;3,9;0,7;1,28;1;0,26;0,02;4884;Sub-Saharan Africa
;2000;78,5;16,4;4,3;0,8;1,43;1,11;0,29;0,03;5776;Sub-Saharan Africa
;2005;76,3;17,6;5,1;0,9;1,62;1,25;0,34;0,03;6841;Sub-Saharan Africa
;2010;72,1;20,3;6,5;1;1,95;1,49;0,43;0,03;8083;Sub-Saharan Africa
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
